Identifier,Insecurity,Start_date,End_date,Number _of_deaths,State
IBD031723,"Extrajudicial Killing, Enugu",7/2/2025,7/2/2025,1,Enugu
IBD031710,"Assailants vs Uber Driver, Lagos",7/2/2025,7/2/2025,1,Lagos
IBD031680,"Drowns/Mysterious Death, Ondo",7/2/2025,7/2/2025,1,Ondo
IBD031689,"Soldiers vs Bandits, Zamfara",7/2/2025,7/2/2025,44,Zamfara
IBD031716,"Bandits vs Traders, Katsina",7/2/2025,7/2/2025,12,Katsina
IBD031731,"Cult Clashes, Abia",7/2/2025,14/02/2025,3,Abia
IBD031686,"Domestic Violence, Anambra",7/2/2025,7/2/2025,1,Anambra
IBD031711,"Domestic Violence, Akwa Ibom",6/2/2025,6/2/2025,1,Akwa Ibom
IBD031687,"Domestic Violence, Akwa Ibom",6/2/2025,6/2/2025,1,Akwa Ibom
IBD031679,"Woman vs Neighbour, Rivers",6/2/2025,6/2/2025,1,Rivers
IBD031962,"Domestic Violence, Akwa Ibom",6/2/2025,6/2/2025,1,Akwa Ibom
IBD031715,"Teacher vs Student, Delta",6/2/2025,6/2/2025,1,Delta
IBD031674,"Cult Clash, Rivers",6/2/2025,6/2/2025,7,Rivers
IBD031730,"Cult Clashes, Abia",6/2/2025,13/02/2025,2,Abia
IBD031963,"Domestic Violence, Akwa Ibom",6/2/2025,6/2/2025,1,Akwa Ibom
IBD031684,"Lakurawa Kill 1, Kebbi",6/2/2025,6/2/2025,1,Kebbi
IBD031675,"Gunmen Attack, Katsina",6/2/2025,6/2/2025,1,Katsina
IBD031683,"Bandits Attack, Katsina",6/2/2025,6/2/2025,2,Katsina
IBD031790,"Stray Bullet, Delta",6/2/2025,6/2/2025,1,Delta
IBD031696,"Student vs Colleague, Nasarawa",6/2/2025,6/2/2025,1,Nasarawa
IBD031685,"Troops vs Bandits, Zamfara",6/2/2025,6/2/2025,4,Zamfara
IBD031663,"Man vs Trader, FCT (Abuja)",5/2/2025,5/2/2025,1,FCT
IBD031695,"Auto Crash, Lagos",5/2/2025,5/2/2025,1,Lagos
IBD031725,"Bandit vs Vigilante, Niger",5/2/2025,5/2/2025,1,Niger
IBD031700,"Domestic Violence, Kano",5/2/2025,5/2/2025,1,Kano
IBD031664,"Inferno, Zamfara",5/2/2025,5/2/2025,17,Zamfara
IBD031672,"Domestic Violence, Bayelsa",4/2/2025,4/2/2025,1,Bayelsa
IBD031678,"Auto Crash, Ogun",4/2/2025,4/2/2025,3,Ogun
IBD031652,"Troops vs Boko Haram/ISWAP, Borno",4/2/2025,4/2/2025,7,Borno
IBD031676,"Herdsmen vs Hunters, Benue",4/2/2025,4/2/2025,6,Benue
IBD031668,"Auto Crash, Ogun",4/2/2025,4/2/2025,1,Ogun
IBD031677,"Security Operative vs Bolt Driver, Edo",4/2/2025,4/2/2025,1,Edo
IBD031698,"Boko Haram Explosion, Borno",4/2/2025,4/2/2025,2,Borno
IBD031670,"Police vs Bandits, Bauchi",4/2/2025,4/2/2025,2,Bauchi
IBD031682,"Domestic Violence, Niger",3/2/2025,3/2/2025,1,Niger
IBD031649,"Auto Crash, Niger",3/2/2025,3/2/2025,4,Niger
IBD031654,"Gunmen Attack, Kaduna",3/2/2025,3/2/2025,2,Kaduna
IBD031661,"Auto Crash, Ogun",3/2/2025,3/2/2025,1,Ogun
IBD031658,"Auto Crash, FCT (Abuja)",3/2/2025,3/2/2025,3,FCT
IBD031669,"Hunters vs Herdsmen, Benue",3/2/2025,3/2/2025,3,Benue
IBD031699,"Corpse Found, FCT (Abuja)",3/2/2025,3/2/2025,1,FCT
IBD031666,"Gunmen Attack, Lagos",3/2/2025,4/2/2025,2,Lagos
IBD031656,"Cult Clash, Bayelsa",3/2/2025,3/2/2025,1,Bayelsa
IBD031645,"Assailants Kills 4, Osun",3/2/2025,3/2/2025,4,Osun
IBD031638,"Inferno, Borno",2/2/2025,2/2/2025,5,Borno
IBD031637,"Assailant vs Man, Oyo",2/2/2025,2/2/2025,1,Oyo
IBD031650,"Troops vs Bandit, Taraba",2/2/2025,2/2/2025,1,Taraba
IBD031667,"Herdsmen vs Farmers, Benue",2/2/2025,2/2/2025,3,Benue
IBD031635,"Herdsmen Attack, Ebonyi",2/2/2025,2/2/2025,16,Ebonyi
IBD031651,"Auto Crash, Ogun",2/2/2025,2/2/2025,2,Ogun
IBD031647,"Security Operatives vs Hoodlums, Imo",2/2/2025,2/2/2025,35,Imo
IBD031644,"Security Operatives Kills 4, Kano",2/2/2025,2/2/2025,4,Kano
IBD031642,"Auto Crash, Ogun",1/2/2025,1/2/2025,1,Ogun
IBD031640,"Gunmen Attack, Taraba",1/2/2025,1/2/2025,1,Taraba
IBD031643,"Assailants vs Children, Anambra",1/2/2025,1/2/2025,3,Anambra
IBD031665,"Communal Clash, Nasarawa",1/2/2025,1/2/2025,2,Nasarawa
IBD031646,"Kidnapper Attack, Plateau",1/2/2025,1/2/2025,1,Plateau
IBD031633,"Auto Crash, Ondo",1/2/2025,1/2/2025,30,Ondo
IBD031791,"Mysterious Death, Enugu",31/01/2025,3/2/2025,1,Enugu
IBD031718,"Gunmen vs Police Officer, Yobe",31/01/2025,31/01/2025,1,Yobe
IBD031634,"Cult Clash, Rivers",31/01/2025,1/2/2025,3,Rivers
IBD031627,"Auto Crash, Lagos",31/01/2025,31/01/2025,1,Lagos
IBD031636,"Man Drowns, Oyo",31/01/2025,31/01/2025,1,Oyo
IBD031630,"Gunmen Attack, Plateau",31/01/2025,31/01/2025,5,Plateau
IBD031662,"Security Operatives vs Drivers, Anambra",31/01/2025,31/01/2025,8,Anambra
IBD031629,"Security Operative Kills 1, FCT (Abuja)",31/01/2025,31/01/2025,1,FCT
IBD031628,"Auto Crash, Anambra",31/01/2025,31/01/2025,4,Anambra
IBD031657,"CSO and Son, Rivers",31/01/2025,31/01/2025,2,Rivers
IBD031623,"Electricity Vandal, FCT (Abuja)",30/01/2025,30/01/2025,1,FCT
IBD031620,"Security Operatives vs Gunmen, Anambra",30/01/2025,30/01/2025,25,Anambra
IBD032000,"Inferno, Yobe",30/01/2025,30/01/2025,1,Yobe
IBD031641,"Banditry, Zamfara",30/01/2025,30/01/2025,3,Zamfara
IBD031626,"Kidnappers Kill Mother, Son, Anambra",29/01/2025,29/01/2025,2,Anambra
IBD031616,"Gunmen Attack, Ogun",29/01/2025,29/01/2025,2,Ogun
IBD031598,"Auto Crash, Lagos",29/01/2025,29/01/2025,1,Lagos
IBD031614,"Bandtiry, Katsina",28/01/2025,28/01/2025,1,Katsina
IBD031619,"Herdsmen Attack, Ondo",28/01/2025,28/01/2025,5,Ondo
IBD031601,"Building Collapse, Lagos",28/01/2025,28/01/2025,3,Lagos
IBD031609,"Bandits vs Herder, Niger",28/01/2025,28/01/2025,1,Niger
IBD031789,"Gun Kill Abducted Woman, FCT (Abuja)",28/01/2025,28/01/2025,1,FCT
IBD031606,"Kidnap Victim, Niger",28/01/2025,28/01/2025,1,Niger
IBD031611,"Childbirth Complications, Ogun",28/01/2025,28/01/2025,1,Ogun
IBD031615,"NAF vs Boko Haram, Borno",28/01/2025,28/01/2025,40,Borno
IBD031613,"Fulani Herders vs Farmers, Delta",28/01/2025,28/01/2025,2,Delta
IBD031621,"Motorcycle Thief, FCT (Abuja)",28/01/2025,28/01/2025,1,FCT
IBD031602,"Medical Negligence, Rivers",28/01/2025,28/01/2025,1,Rivers
IBD031632,"Youth vs Herdsmen, Delta",28/01/2025,28/01/2025,2,Delta
IBD031918,"Youths vs Teenager, Abia",28/01/2025,28/01/2025,1,Abia
IBD031724,"Police vs Youths, Benue",27/01/2025,27/01/2025,2,Benue
IBD031671,"Corpse Found, Niger",27/01/2025,27/01/2025,1,Niger
IBD031624,"Ritual Killing, Delta",27/01/2025,27/01/2025,2,Delta
IBD031603,"Explosion, Ogun",27/01/2025,27/01/2025,4,Ogun
IBD031617,"Security Operative vs Gunmen, Anambra",27/01/2025,27/01/2025,6,Anambra
IBD031597,"Assailants vs Woman, Anambra",26/01/2025,26/01/2025,1,Anambra
IBD031605,"Domestic Violence, Kaduna",26/01/2025,26/01/2025,1,Kaduna
IBD031593,"Mining Explosion, Niger",26/01/2025,26/01/2025,25,Niger
IBD031592,"Auto Crash, Edo",26/01/2025,26/01/2025,3,Edo
IBD031596,"Robbers Kill Motorist, FCT (Abuja)",26/01/2025,26/01/2025,1,FCT
IBD031588,"Auto Crash, Oyo",25/01/2025,25/01/2025,1,Oyo
IBD031622,"Flood Disaster, Kwara",25/01/2025,25/01/2025,1,Kwara
IBD031610,"Police vs Kidnappers, Ogun",25/01/2025,25/01/2025,5,Ogun
IBD031604,"Gunmen Attack, Kogi",25/01/2025,25/01/2025,1,Kogi
IBD031594,"Drown, Kano",25/01/2025,25/01/2025,1,Kano
IBD031586,"Auto Crash, Enugu",25/01/2025,25/01/2025,19,Enugu
IBD031589,"Assassins Kill Professor, Delta",24/01/2025,24/01/2025,1,Delta
IBD031600,"Boko Haram vs Soldiers, Borno",24/01/2025,24/01/2025,20,Borno
IBD031587,"Police vs IPOB Members, Imo",24/01/2025,24/01/2025,8,Imo
IBD031576,"Police vs Kidnappers, Lagos",23/01/2025,23/01/2025,3,Lagos
IBD031607,"Gunmen Attack, Anambra",23/01/2025,23/01/2025,1,Anambra
IBD031722,"Hoodlums Kill NYSC Member, Plateau",23/01/2025,23/01/2025,1,Plateau
IBD031583,"Banditry, Kaduna",23/01/2025,23/01/2025,1,Kaduna
IBD031580,"Boko Haram vs Fishermen,Borno",22/01/2025,22/01/2025,20,Borno
IBD031573,"Inferno, Ondo",22/01/2025,22/01/2025,2,Ondo
IBD031653,"Gunmen Attack, Kaduna",22/01/2025,22/01/2025,2,Kaduna
IBD031574,"Auto Crash, Ebonyi",22/01/2025,22/01/2025,2,Ebonyi
IBD031577,"Domestic Violence, Abia",22/01/2025,22/01/2025,1,Abia
IBD031575,"Gunmen vs Lawyer, Imo",22/01/2025,22/01/2025,1,Imo
IBD031569,"Husband vs Wife, Anambra",22/01/2025,22/01/2025,1,Anambra
IBD031579,"Army Kill Wanted Terrorist, Plateau",22/01/2025,22/01/2025,1,Plateau
IBD031595,"Undergraduate Student, Osun",22/01/2025,22/01/2025,1,Osun
IBD031544,"Bandits vs Boko Haram, Niger",22/01/2025,22/01/2025,20,Niger
IBD031564,"Tanker Accident, Oyo",22/01/2025,23/01/2025,1,Oyo
IBD031572,"Auto Crash, Kwara",22/01/2025,22/01/2025,14,Kwara
IBD031655,"Inferno, Kano",21/01/2025,21/01/2025,6,Kano
IBD031570,"Soldiers vs Bandits, Kebbi",21/01/2025,22/01/2025,2,Kebbi
IBD031582,"NAF vs Terrorists, Niger",21/01/2025,21/01/2025,52,Niger
IBD031562,"Boko Haram/ISWAP IED Explosion, Borno",21/01/2025,21/01/2025,1,Borno
IBD031688,"Police vs Bandits, Katsina",21/01/2025,21/01/2025,11,Katsina
IBD031735,"Medical Negligence, Imo",21/01/2025,21/01/2025,1,Imo
IBD031691,"Domestic Violence/Inferno, Anambra",21/01/2025,21/01/2025,1,Anambra
IBD031561,"Auto Crash, Ogun",21/01/2025,21/01/2025,1,Ogun
IBD031571,"Hoodlums Kill Herder, FCT (Abuja)",21/01/2025,21/01/2025,1,FCT
IBD031568,"Man Dies Inside Well, Kano",21/01/2025,21/01/2025,1,Kano
IBD031551,"Auto Crash, Ogun",20/01/2025,20/01/2025,5,Ogun
IBD031773,"Auto Crash, FCT (Abuja)",20/01/2025,20/01/2025,1,FCT
IBD031567,"Soldiers vs Bandits, Zamfara",20/01/2025,21/01/2025,12,Zamfara
IBD031553,"Boat Mishap, Rivers",20/01/2025,20/01/2025,3,Rivers
IBD031784,"Stone to Death, Ogun",20/01/2025,20/01/2025,1,Ogun
IBD031563,"Market Robbery, Yobe",20/01/2025,20/01/2025,9,Yobe
IBD031566,"Soldiers vs Bandits, Sokoto",20/01/2025,21/01/2025,12,Sokoto
IBD031549,"Cultist, Ondo",19/01/2025,19/01/2025,1,Ondo
IBD031552,"Auto Crash, Ogun",19/01/2025,19/01/2025,1,Ogun
IBD031540,"Gunmen Kill Prophet, Ogun",19/01/2025,19/01/2025,1,Ogun
IBD031558,"Police vs Kidnapper, Adamawa",19/01/2025,19/01/2025,1,Adamawa
IBD031538,"Auto Crash, Niger",18/01/2025,18/01/2025,98,Niger
IBD031548,"Banditry, Katsina",18/01/2025,18/01/2025,7,Katsina
IBD031556,"Police vs Bandits, Kogi",18/01/2025,18/01/2025,1,Kogi
IBD031541,"Communal Clash, Ebonyi",18/01/2025,18/01/2025,1,Ebonyi
IBD031590,"Wedding Guest, Niger",18/01/2025,18/01/2025,1,Niger
IBD031530,"Land Dispute, Ondo",17/01/2025,17/01/2025,5,Ondo
IBD031547,"Troops vs Bandits, Zamfara",17/01/2025,17/01/2025,20,Zamfara
IBD031536,"Assailant Kills Two, Delta",17/01/2025,17/01/2025,3,Delta
IBD031546,"EFCC Operative, Anambra",17/01/2025,17/01/2025,1,Anambra
IBD031543,"Drowns, Ekiti",17/01/2025,17/01/2025,2,Ekiti
IBD031537,"Cult Clash, Bayelsa",17/01/2025,17/01/2025,1,Bayelsa
IBD031542,"Assailant vs Woman, Ogun",17/01/2025,17/01/2025,1,Ogun
IBD031528,"Communual Clash, Osun",16/01/2025,16/01/2025,1,Osun
IBD031529,"Auto Crash, Benue",16/01/2025,16/01/2025,10,Benue
IBD031526,"Miliatry vs Lakurawa, Sokoto",16/01/2025,16/01/2025,11,Sokoto
IBD031591,"Boko Haram vs Soldiers, Borno",16/01/2025,16/01/2025,94,Borno
IBD031531,"Fire Incident, FCT (Abuja)",16/01/2025,16/01/2025,1,FCT
IBD031545,"Man Kills Inlaw, Imo",16/01/2025,16/01/2025,1,Imo
IBD031872,"Ritual Killing, Lagos",16/01/2025,16/01/2025,1,Lagos
IBD031535,"Footballer Slumps, Dies, Ogun",16/01/2025,16/01/2025,1,Ogun
IBD031560,"Sex Romp, FCT (Abuja)",16/01/2025,16/01/2025,1,FCT
IBD031521,"Auto Crash, Lagos",15/01/2025,15/01/2025,1,Lagos
IBD031585,"Decomposing Body, Benue",15/01/2025,15/01/2025,1,Benue
IBD031518,"Cult Killing, Akwa Ibom",15/01/2025,15/01/2025,1,Akwa Ibom
IBD031532,"Drowns, Lagos",15/01/2025,15/01/2025,1,Lagos
IBD031520,"Troops vs Terrorists, Kebbi",14/01/2025,14/01/2025,20,Kebbi
IBD031524,"Auto Crash, Ondo",14/01/2025,14/01/2025,4,Ondo
IBD031525,"Hoodlums vs Cyclist, FCT (Abuja)",14/01/2025,14/01/2025,1,FCT
IBD031523,"Boko Haram vs Security Operatives, Borno",14/01/2025,14/01/2025,50,Borno
IBD031519,"Cultists vs Vigilante, Rivers",14/01/2025,14/01/2025,1,Rivers
IBD031514,"Kidnapper vs Banker, Anambra",14/01/2025,14/01/2025,1,Anambra
IBD031522,"Security Operatives vs Gunmen, Anambra",14/01/2025,14/01/2025,5,Anambra
IBD031513,"Auto Crash, Oyo",14/01/2025,14/01/2025,1,Oyo
IBD031508,"Auto Crash, Kogi",14/01/2025,14/01/2025,6,Kogi
IBD031565,"Boy Shot Dead, Kebbi",14/01/2025,14/01/2025,1,Kebbi
IBD031527,"Bandits Kill Medical Doctor, Katsina",14/01/2025,14/01/2025,1,Katsina
IBD031517,"Auto Crash, Niger",13/01/2025,13/01/2025,8,Niger
IBD031507,"Auto Crash, Rivers",13/01/2025,13/01/2025,2,Rivers
IBD031510,"Man vs Police Officer, Kano",13/01/2025,13/01/2025,1,Kano
IBD031509,"Auto Crash, FCT (Abuja)",13/01/2025,13/01/2025,2,FCT
IBD031496,"Armed Robbers vs Man, Oyo",13/01/2025,13/01/2025,1,Oyo
IBD031511,"Man Kill Father, Delta",13/01/2025,13/01/2025,1,Delta
IBD031505,"Fire Outbreak, Rivers",13/01/2025,13/01/2025,1,Rivers
IBD031497,"Boko Haram vs Farmers, Borno",12/1/2025,12/1/2025,40,Borno
IBD031503,"Auto Crash, Sokoto",12/1/2025,12/1/2025,6,Sokoto
IBD031499,"Domestic Violence, Nasarawa",12/1/2025,12/1/2025,1,Nasarawa
IBD031489,"Domestic Violence, Ogun",12/1/2025,12/1/2025,1,Ogun
IBD031495,"Facebook Lover, Lagos",12/1/2025,12/1/2025,1,Lagos
IBD031500,"Communal Clash, Ondo",12/1/2025,12/1/2025,2,Ondo
PAR012735,"Lovers vs Foreigner, Ogun",12/1/2025,12/1/2025,1,Ogun
IBD031485,"Boko Haram Attack, Borno",12/1/2025,12/1/2025,2,Borno
IBD031515,"Lovers vs Foreigner, Ogun",12/1/2025,12/1/2025,1,Ogun
IBD031494,"Fulani Herdsmen Attack, FCT (Abuja)",11/1/2025,11/1/2025,1,FCT
IBD031484,"Domestic Violence, Ondo",11/1/2025,11/1/2025,1,Ondo
IBD031777,"Military Airstrike, Zamfara",11/1/2025,11/1/2025,16,Zamfara
IBD031482,"Auto Crash, Lagos",11/1/2025,11/1/2025,2,Lagos
IBD031506,"Hoodlums vs Motorcyclist, FCT (Abuja)",11/1/2025,11/1/2025,1,FCT
IBD031550,"Kidnappers vs Teenager, Katsina",11/1/2025,11/1/2025,1,Katsina
IBD031488,"Herdsmen/Kidnappers Kill Victim, Benue",11/1/2025,11/1/2025,1,Benue
IBD031492,"Well Digger Dies, Ogun",11/1/2025,11/1/2025,1,Ogun
IBD031493,"Herders Kill 9, Nasarawa",11/1/2025,11/1/2025,8,Nasarawa
IBD031501,"Auto Crash, Plateau",11/1/2025,11/1/2025,19,Plateau
IBD031491,"Auto Crash, Osun",11/1/2025,11/1/2025,1,Osun
IBD031504,"Kidnappers Kill Vigilante, Lagos",11/1/2025,11/1/2025,1,Lagos
IBD031486,"Banditry, Zamfara",10/1/2025,10/1/2025,29,Zamfara
IBD031479,"Terrorists Kill Airtel Staff, Kebbi",10/1/2025,10/1/2025,3,Kebbi
IBD031476,"Sex Worker vs Barman, Adamawa",10/1/2025,10/1/2025,1,Adamawa
IBD031599,"Kidnapper Killed Man, Jigawa",10/1/2025,10/1/2025,1,Jigawa
IBD031475,"Communal Clash, Jigawa",9/1/2025,9/1/2025,10,Jigawa
IBD031471,"Auto Crash, Ogun",9/1/2025,9/1/2025,1,Ogun
IBD031554,"Fraudsters Kill Girl, Delta",9/1/2025,9/1/2025,1,Delta
PAR012723,"Auto Crash, Kaduna",9/1/2025,9/1/2025,10,Kaduna
IBD031480,"Armed Robbers vs Uber Driver, Lagos",9/1/2025,9/1/2025,1,Lagos
IBD031481,"Well Digger, Kano",9/1/2025,9/1/2025,1,Kano
IBD031472,"Auto Crash, Lagos",9/1/2025,9/1/2025,1,Lagos
IBD031464,"Ticketers vs Okada Riders, Ekiti",9/1/2025,9/1/2025,1,Ekiti
IBD031469,"Banditry, Kaduna",8/1/2025,8/1/2025,2,Kaduna
IBD031466,"Security Operatives vs Bandit, Katsina",8/1/2025,8/1/2025,20,Katsina
IBD031467,"Boko Haram vs Policemen, Borno",8/1/2025,8/1/2025,2,Borno
IBD031498,"Corpse Found, Plateau",8/1/2025,8/1/2025,1,Plateau
PAR012733,"Auto Crash, Ogun",8/1/2025,8/1/2025,1,Ogun
IBD031470,"Cult Killing, Bayelsa",8/1/2025,8/1/2025,3,Bayelsa
IBD031468,"Inferno, FCT (Abuja)",8/1/2025,8/1/2025,2,FCT
IBD031462,"Police Kill Bandits, Sokoto",8/1/2025,8/1/2025,1,Sokoto
PAR012728,"Auto Crash, Oyo",8/1/2025,8/1/2025,2,Oyo
PAR012732,"Auto Crash, Lagos",8/1/2025,8/1/2025,1,Lagos
IBD031478,"NAF Airstrikes, Katsina",7/1/2025,7/1/2025,28,Katsina
IBD031533,"Soldiers vs Terrorists, Sokoto",7/1/2025,7/1/2025,5,Sokoto
IBD031474,"Cult Killing, Ogun",7/1/2025,7/1/2025,1,Ogun
IBD031453,"Auto Crash, Lagos",7/1/2025,7/1/2025,1,Lagos
IBD031465,"Banditry, Katsina",7/1/2025,7/1/2025,24,Katsina
IBD031463,"Auto Crash, Delta",7/1/2025,7/1/2025,5,Delta
PAR012734,"Communal Clash, Ebonyi",7/1/2025,7/1/2025,10,Ebonyi
IBD031452,"Auto Crash, Oyo",7/1/2025,7/1/2025,3,Oyo
IBD031444,"Fire Incident, Sokoto",6/1/2025,6/1/2025,4,Sokoto
IBD031445,"IED Explosion Kills 2, FCT (Abuja)",6/1/2025,6/1/2025,2,FCT
IBD031447,"Electrician Dies, Ogun",6/1/2025,6/1/2025,1,Ogun
IBD031446,"Army vs Kidnappers, Rivers",6/1/2025,6/1/2025,2,Rivers
PAR012727,"Electrocution, Delta",6/1/2025,6/1/2025,1,Delta
PAR012730,"Pastor, FCT (Abuja)",6/1/2025,6/1/2025,1,FCT
IBD031448,"Domestic Violence, Anambra",6/1/2025,6/1/2025,1,Anambra
PAR012729,"Gunmen Attacks, Imo",5/1/2025,5/1/2025,18,Imo
IBD031776,"Military vs Boko Haram, Borno",5/1/2025,5/1/2025,30,Borno
IBD031451,"Hoodlums vs Vigilante, Niger",5/1/2025,5/1/2025,1,Niger
IBD031443,"Cult Clash, Ondo",5/1/2025,5/1/2025,6,Ondo
IBD031502,"Female Corpse Discovered, Delta",5/1/2025,5/1/2025,1,Delta
IBD031439,"Tanker Explosion, Delta",5/1/2025,5/1/2025,5,Delta
IBD031450,"ISWAP vs Army, Borno",5/1/2025,5/1/2025,23,Borno
IBD031775,"Gunmen Attack, Imo",5/1/2025,5/1/2025,18,Imo
IBD031449,"Security Operatives vs Bandits, Katsina",4/1/2025,4/1/2025,80,Katsina
IBD031612,"Domestic Violence, Kogi",4/1/2025,4/1/2025,1,Kogi
IBD031435,"Auto Crash, Osun",4/1/2025,4/1/2025,1,Osun
IBD031456,"Gas Explosion, Rivers",4/1/2025,4/1/2025,4,Rivers
PAR012731,"Cult Clash, Lagos",4/1/2025,6/1/2025,3,Lagos
IBD031455,"Auto Crash, FCT (Abuja)",4/1/2025,4/1/2025,4,FCT
IBD031461,"Military vs Bandits, Zamfara",4/1/2025,4/1/2025,18,Zamfara
PAR012725,"Assailants vs Children, Anambra",4/1/2025,4/1/2025,3,Anambra
IBD031460,"Army vs Bandits, Zamfara",4/1/2025,4/1/2025,21,Zamfara
IBD031437,"Police vs Kidnappers, Imo",4/1/2025,4/1/2025,2,Imo
IBD031441,"Banditry, Katsina",4/1/2025,4/1/2025,4,Katsina
IBD031483,"Diesel Reservoir Workers, Lagos",4/1/2025,4/1/2025,2,Lagos
IBD031966,"Communal Clash, Imo",3/1/2025,3/1/2025,1,Imo
PAR012721,"Auto Crash, Abia",3/1/2025,3/1/2025,2,Abia
IBD031438,"Auto Crash, Bayelsa",3/1/2025,3/1/2025,1,Bayelsa
IBD031432,"Gunmen vs Farmers, Kogi",3/1/2025,3/1/2025,2,Kogi
IBD031434,"Lakurawa vs Police Officers, Kebbi",3/1/2025,3/1/2025,2,Kebbi
IBD031442,"Wizardry, Ebonyi",3/1/2025,3/1/2025,1,Ebonyi
IBD031440,"Domestic Violence, Delta",2/1/2025,2/1/2025,1,Delta
IBD031788,"Assailants vs Man, Edo",2/1/2025,2/1/2025,1,Edo
PAR012718,"Auto Crash, Gombe",2/1/2025,2/1/2025,7,Gombe
IBD031433,"Farmers vs Herders, Jigawa",2/1/2025,2/1/2025,11,Jigawa
PAR012722,"Wedding Guest, Jigawa",2/1/2025,2/1/2025,1,Jigawa
PAR012713,"Man Kills Bishop, Osun",2/1/2025,2/1/2025,1,Osun
IBD031512,"Hoodlums vs Man, Akwa Ibom",2/1/2025,2/1/2025,1,Akwa Ibom
PAR012720,"Policeman Kills Woman, Ekiti",2/1/2025,2/1/2025,1,Ekiti
IBD031739,"Medical Negligence, Lagos",1/1/2025,1/1/2025,1,Lagos
PAR012710,"Catholic Priest Kills Boy, Imo",1/1/2025,1/1/2025,1,Imo
IBD031454,"Man Set Ablaze, Imo",1/1/2025,1/1/2025,1,Imo
PAR012715,"Domestic Violence, Niger",1/1/2025,1/1/2025,1,Niger
PAR012717,"Assailants Kill Ex-Controller, Kwara",1/1/2025,1/1/2025,1,Kwara
PAR012711,"Electrician Electrocuted, Lagos",1/1/2025,1/1/2025,1,Lagos
PAR012712,"Man Kills Another, Delta",1/1/2025,1/1/2025,1,Delta
PAR012703,"Police vs Kidnappers, Benue",31/12/2024,31/12/2024,2,Benue
PAR012714,"Cult Clash, Delta",31/12/2024,31/12/2024,1,Delta
PAR012709,"Auto Crash., Lagos",31/12/2024,31/12/2024,1,Lagos
IBD031581,"Domestic Violence, Ondo",31/12/2024,31/12/2024,1,Ondo
PAR012706,"Chieftaincy Candidate, Bayelsa",31/12/2024,31/12/2024,1,Bayelsa
PAR012699,"Gunmen Kill 7, Anambra",30/12/2024,30/12/2024,6,Anambra
PAR012704,"Banditry, Kaduna",30/12/2024,30/12/2024,3,Kaduna
IBD031459,"Man Stab Woman, Ogun",30/12/2024,30/12/2024,1,Ogun
PAR012698,"Chieftaincy Crisis, Delta",30/12/2024,30/12/2024,1,Delta
PAR012696,"Cattler Rustlers vs Herder, Ondo",29/12/2024,29/12/2024,1,Ondo
PAR012702,"Gang Kill Tailor, Plateau",29/12/2024,29/12/2024,1,Plateau
PAR012697,"Auto Crash, Benue",29/12/2024,29/12/2024,1,Benue
PAR012693,"Auto Crash, Ondo",28/12/2024,28/12/2024,13,Ondo
PAR012701,"Man Dies Separating Fight, FCT (Abuja)",28/12/2024,28/12/2024,1,FCT
IBD031458,"Carnival, Ogun",28/12/2024,28/12/2024,1,Ogun
PAR012695,"Auto Crash, Ogun",28/12/2024,28/12/2024,1,Ogun
PAR012707,"Aurto Crash, Lagos",28/12/2024,28/12/2024,1,Lagos
PAR012700,"Banditry, Kaduna",28/12/2024,28/12/2024,1,Kaduna
PAR012694,"IPOB/ESN vs Soldiers, Imo",27/12/2024,27/12/2024,3,Imo
IBD031436,"Cult Clash, Lagos",27/12/2024,27/12/2024,3,Lagos
PAR012692,"DSS vs Bandits, Niger",27/12/2024,27/12/2024,3,Niger
IBD031673,"Corpse Found, Anambra",26/12/2024,26/12/2024,1,Anambra
PAR012685,"Gunmen Kill Catholic Reverend Father, Anambra",26/12/2024,26/12/2024,1,Anambra
PAR012686,"Auto Crash, Ogun",26/12/2024,26/12/2024,4,Ogun
IBD031431,"Soldiers vs Tricycle, Plateau",26/12/2024,26/12/2024,1,Plateau
PAR012684,"Soldiers vs Bandits, Zamfara",26/12/2024,26/12/2024,11,Zamfara
PAR012691,"Auto Crash, Jigawa",26/12/2024,26/12/2024,1,Jigawa
PAR012708,"Ritual Killing, Nasarawa",25/12/2024,25/12/2024,1,Nasarawa
PAR012683,"NAF vs Lakurawa Terrorists, Sokoto",25/12/2024,25/12/2024,10,Sokoto
PAR012687,"Dock Worker, Lagos",25/12/2024,25/12/2024,1,Lagos
PAR012689,"Friend Kills Colleague, Kogi",25/12/2024,25/12/2024,1,Kogi
IBD031896,"Gas Explosion, Niger",25/12/2024,25/12/2024,1,Niger
IBD009528,"Domestic Violence, Cross River",25/12/2024,25/12/2024,1,Cross River
PAR012688,"Herdsmen Attack, Benue",25/12/2024,25/12/2024,17,Benue
PAR012677,"Auto Crash, Edo",24/12/2024,24/12/2024,2,Edo
IBD031430,"Domestic Violence, Edo",24/12/2024,24/12/2024,1,Edo
PAR012719,"Witchcraft, Benue",24/12/2024,24/12/2024,1,Benue
IBD031490,"Ritual Killing, Cross River",24/12/2024,24/12/2024,1,Cross River
IBD031424,"Domestic Violence, Ebonyi",23/12/2024,23/12/2024,1,Ebonyi
PAR012680,"Auto Crash, Plateau",23/12/2024,23/12/2024,3,Plateau
PAR012679,"Electrocution, Enugu",23/12/2024,23/12/2024,1,Enugu
